Letter_n,n,max_n,Letter_n+1,Freq
దం,1,3,పు,1
దం,1,5,బ,1
దం,1,7,బ,1
బ,2,7,డి,1
డి,3,7,న,1
న,4,7,ప్,1
దం,1,9,బ,1
బ,2,9,డి,2
డి,3,9,మూ,1
మూ,4,9,ర్,1
ర్,5,9,శి,1
శి,6,9,ల్,1
ల్,7,9,లె,1
లె,8,9,క,1
దం,1,4,బ,1
బ,2,4,డి,2
డి,3,4,యె,2
దం,1,8,బు,1
బు,2,8,జో,1
జో,3,8,కం,1
కం,4,8,గా,1
గా,5,8,క,1
క,6,8,య్,1
య్,7,8,యె,4
దం,1,2,భ,1
దం,1,3,భ,1
దం,1,5,భుం,1
భుం,2,5,డు,1
డు,3,5,కం,1
కం,4,5,టే,1
టే,5,5,-,1
దం,1,3,భో,1
దం,1,4,శ,1
దం,1,3,శ,1
దం,1,2,శి,1
దం,1,3,శి,1
దం,1,4,శి,1
శి,2,4,తుం,1
దం,1,7,ష్,1
ష్,2,7,ర్,1
ర్,3,7,రా,1
రా,4,7,యు,1
యు,5,7,ధ,1
దం,1,3,ష్,1
ష్,2,3,షా,1
ద,1,2,క,1
ద,1,2,కు,1
ద,1,3,క్,3
ద,1,4,క్,6
క్,2,3,కి,5
ద,1,8,క్,3
కి,3,8,నం,1
నం,4,8,పు,1
పు,5,8,రా,1
రా,6,8,యం,1
ద,1,5,క్,5
క్,2,3,కీ,1
ద,1,6,క్,6
కో,3,6,లు,2
ప,5,6,డ,1
ద,1,11,క్,1
క్,2,11,ష,3
ష,3,11,పు,1
పు,4,11,త్,1
త్,5,11,రి,1
రి,6,11,ల,1
ల,7,11,వ,1
వ,8,11,పు,1
ష,3,8,ప్,2
ర,5,8,జా,1
జా,6,8,ప,1
ప,7,8,తి,1
షా,3,6,య్,1
షా,3,5,రా,1
రా,4,5,మ,1
షి,3,4,ణ,1
షి,3,4,ణం,1
ద,1,7,క్,2
షి,3,7,ణం,1
ణం,4,7,స్,1
స్,5,7,థుం,1
షి,3,6,ణ,1
ణ,4,6,గం,1
గం,5,6,గ,1
షి,3,5,ణ,2
ణ,4,5,పు,1
ద,1,12,క్,1
క్,2,12,షి,1
షి,3,12,ణ,1
ణ,4,12,ము,2
ము,5,12,అ,1
ని,8,12,చ,1
చ,9,12,య,1
య,10,12,న,1
న,11,12,ము,4
షి,3,7,ణా,1
ణా,4,7,ప,1
షి,3,6,ణీ,1
ణీ,4,6,యుం,1
షి,3,5,ణుం,1
ణుం,4,5,దు,1
షి,3,8,ణే,1
ణే,4,8,ర్,1
ర్,5,8,శ్,2
శ్,6,8,మ,2
షి,3,6,ణ్,3
ణ్,4,6,యుం,2
ద,1,3,ఖ,1
ఖ,2,3,లు,1
ద,1,2,గ,1
ద,1,6,గం,1
గం,2,6,గొ,1
ని,4,6,న,1
ద,1,19,గం,1
గం,2,19,బో,1
బో,3,19,యి,1
యి,4,19,య,1
య,5,19,ల్,1
ల్,6,19,ల,1
ల,7,19,న,1
న,8,19,న,1
న,9,19,డుం,1
డుం,10,19,కు,1
కు,11,19,చు,1
చు,12,19,భూ,1
భూ,13,19,వి,1
వి,14,19,భుం,1
భుం,15,19,జే,1
జే,16,19,రి,1
రి,17,19,న,1
న,18,19,ముం,1
ముం,19,19,-,1
ద,1,3,గ,3
ద,1,19,గ,1
గ,2,19,జం,1
జం,3,19,బు,,1
బు,,4,19,ని,1
ని,5,19,చ్,1
చ్,6,19,చ,1
చ,7,19,తోం,1
తోం,8,19,గూ,1
గూ,9,19,డ,1
డ,10,19,నో,1
నో,11,19,జ,1
జ,12,19,కుం,1
కుం,13,19,దె,1
దె,14,19,చ్,1
చ్,15,19,చు,1
చు,16,19,న,1
న,17,19,ట్,1
ట్,18,19,లు,1
లు,19,19,-,2
ద,1,4,గ,2
ద,3,4,గ,1
ద,1,6,గ,1
ద,3,6,గ,1
గ,2,3,దు,2
ద,1,8,గ,1
గ,2,8,నం,1
నం,3,8,చి,1
చి,4,8,పు,1
చ్,6,8,చ,2
చ,7,8,వే,1
వే,8,8,-,1
ద,1,15,గ,1
గ,2,15,న,1
న,3,15,డ,1
డ,4,15,చు,1
చు,5,15,న,1
న,6,15,ది,1
ది,7,15,త,1
త,8,15,మ,1
మ,9,15,కి,1
కి,10,15,గా,1
గా,11,15,కె,1
కె,12,15,పు,1
పు,13,15,డు,1
డు,14,15,క,1
ద,1,5,గ,1
గ,2,5,ల్,2
ల్,3,5,బా,1
బా,4,5,జీ,1
జీ,5,5,-,3
ద,1,2,గా,1
ద,1,4,గి,1
గి,2,4,న,1
ద,1,6,గి,2
గి,2,6,న,1
న,3,6,యె,1
యె,4,6,ద్,1
ద,1,5,గి,2
గి,2,5,లిం,2
లిం,3,5,చు,2
గి,2,6,లె,1
లె,3,6,వె,1
వె,4,6,డ,2
డ,5,6,లె,1
లె,6,6,-,7
ద,1,19,గుం,1
గుం,2,19,జి,1
జి,3,19,గు,1
గు,4,19,ళ్,1
ళ్,5,19,లుం,1
లుం,6,19,గ,1
గ,7,19,లి,1
లి,8,19,కా,1
కా,9,19,వా,1
వా,10,19,ర,1
ర,11,19,మ్,1
మ్,12,19,ము,1
ము,13,19,లీ,1
లీ,14,19,ర,1
ర,15,19,మ్,1
మ్,16,19,ము,1
ము,17,19,ల,1
ల,18,19,క,1
ద,1,3,గు,2
ద,1,5,గు,2
గు,2,5,కై,1
గు,2,5,న,1
ద,1,5,గ్,1
గ,3,5,జిం,1
ద,1,4,గ్,4
గి,3,4,క,4
ద,1,3,గ్,1
ద,1,5,చ్,1
చ,3,5,వు,1
వు,4,5,క,2
ద,1,3,చ్,1
ద,1,9,చ్,1
చ్,2,9,చి,3
చి,3,9,కా,1
కా,4,9,ళ్,1
ళ్,5,9,ల,1
ల,6,9,మె,1
మె,7,9,క,3
ద,1,15,జ,1
జ,2,15,న,1
న,3,15,త,1
త,4,15,నిం,1
నిం,5,15,గ,1
గ,6,15,ని,1
ని,7,15,న,1
న,8,15,నెం,1
నెం,9,15,త,1
త,10,15,యుం,1
యుం,11,15,గ,1
గ,12,15,లు,1
లు,13,15,షిం,1
షిం,14,15,చు,1
ద,1,2,జు,1
ద,1,4,టా,1
ద,1,6,టి,1
క,3,6,నుం,1
నుం,4,6,గొ,1
గొ,5,6,ని,1
ద,1,4,ట్,4
ద,1,5,ట్,1
ద,1,3,ట్,3
ట్,2,4,టుం,3
ద,1,2,డ,1
ద,1,5,డం,1
ద,1,5,డ,3
ద,1,6,డ,2
కుం,3,6,గో,1
గో,4,6,యం,1
ద,1,4,డ,3
డ,2,4,జ,1
జ,3,4,క,2
ద,3,4,డ,1
ద,1,8,డ,1
డ,2,8,బ్,1
బ్,3,8,బా,1
బా,4,8,టు,1
టు,5,8,సా,1
సా,6,8,కి,1
డ,2,6,మ్,1
మ్,3,6,మా,1
డ,2,5,లా,1
ద,1,3,డ,2
ద,1,5,డా,1
డా,2,5,మ,1
ద,1,2,డి,1
ద,1,3,డి,3
ద,1,4,డి,3
ద,1,5,డి,4
డి,2,5,యం,3
డి,2,5,యె,2
డి,2,5,వం,1
ద,1,2,డు,1
ద,1,10,డు,1
డు,2,10,ప,1
ప,3,10,క్,1
క్,4,10,కు,1
కు,5,10,న,1
న,6,10,న,1
న,7,10,వ్,1
వ్,8,10,వి,1
వి,9,10,నం,1
నం,10,10,-,2
ద,1,4,డో,1
డో,2,4,క,1
క,3,4,దా,1
ద,1,5,డ్,1
డి,3,5,య,2
ద,1,3,డ్,1
ద,1,2,ణ,1
ద,1,2,ణా,1
ద,1,4,ణా,1
ణా,2,4,యం,1
ద,1,2,ణి,1
ద,1,4,ణ్,2
ణ్,2,4,జి,1
ద,1,3,ణ్,1
ణ్,2,3,ఞ,1
ణ్,2,4,శి,1
ద,1,2,త,1
ద,1,3,త్,3
ద,1,5,త్,2
ద,1,4,త్,3
త,3,4,త,2
ద,1,7,త్,2
తా,3,7,త్,1
రే,5,7,యు,1
ద,1,8,త్,1
తా,3,8,హ్,1
హ్,4,8,వ,1
వ,5,8,యుం,1
యుం,6,8,డ,1
తు,3,5,ర,1
ద,1,10,త్,1
త్,2,10,ప,1
ప,3,10,దాం,1
దాం,4,10,బు,1
బు,5,10,జ,1
జ,6,10,యు,1
యు,7,10,గ,1
గ,8,10,ళి,1
ళి,9,10,క,1
ద,1,11,త్,1
త్,2,11,పు,1
పు,3,11,ర,1
ర,4,11,స్,1
స్,5,11,థి,1
థి,6,11,తి,1
తి,7,11,ని,1
ని,8,11,బ,1
బ,9,11,రం,1
రం,10,11,గ,1
స,3,7,దృ,1
దృ,4,7,శ,1
ము,6,7,లే,1
లే,7,7,-,3
ద,1,7,ద,1
డ,3,7,ద,1
ద,4,7,డ,1
డ,5,7,మ,1
ద,1,4,ద,1
ద,1,14,ది,1
ది,2,14,య,2
య,3,14,కా,1
కా,4,14,దె,1
దె,5,14,మె,1
మె,6,14,యి,1
యి,7,14,కొ,1
కొ,8,14,నుం,1
నుం,9,14,గ్,1
గ్,10,14,రి,1
రి,11,14,య,1
య,12,14,కు,1
కు,13,14,క,1
ద,1,3,దె,1
ద,1,5,ద్,5
ద,1,6,ద్,2
ద,3,6,ణి,1
ణి,4,6,ల్,1
ద,1,4,ద్,3
ద,3,4,ణు,1
ద,1,7,ద్,1
ద్,2,7,ద,6
ద,3,7,రి,1
రి,4,7,ల్,1
ల్,5,7,లు,1
లు,6,7,ట,1
ది,3,5,ర్,1
ద,1,3,ద్,3
ద్,2,3,రు,1
ద్,2,6,రు,3
రు,3,6,ఘ్,2
రు,3,5,ణుం,1
ద్,2,3,రూ,1
ద,1,2,ధి,1
ద,1,5,ధిం,1
ధిం,2,5,బో,1
బో,3,5,లం,1
లం,4,5,గ,3
ద,1,3,ధి,1
ధి,2,3,కి,1
ద,1,10,ధి,1
ధి,2,10,త్,1
త్,3,10,ధ,1
ధ,4,10,ము,1
అం,6,10,కి,1
కి,7,10,త,1
త,8,10,సే,1
సే,9,10,వ,1
వ,10,10,-,1
ద,1,5,ధి,3
ధి,2,5,ఫ,1
ధి,2,5,బు,1
బు,3,5,స,1
ధి,2,5,ము,1
ద,1,3,ధీ,1
ధీ,2,3,చి,1
ద,1,5,ధ్,1
ధ్,2,5,యు,1
యు,3,5,ద,1
ద,1,4,ధ్,1
ధ్,2,4,ర్,1
ర్,3,4,గు,1
ద,1,3,న,2
ద,1,11,న,1
న,2,11,త్,1
యు,4,11,ద,1
ద,5,11,గ్,1
గ్,6,11,ర,1
ర,7,11,త,2
త,8,11,వా,1
ద,1,5,న,3
న,2,5,ను,2
ను,3,5,చు,1
ద,1,7,న,1
న,2,7,పూ,1
పూ,3,7,న్,1
న్,5,7,మి,1
మి,6,7,మై,1
మై,7,7,-,1
ద,1,14,న,1
న,2,14,బు,1
బు,3,14,ద్,1
ద్,4,14,ధి,1
ధి,5,14,గ,1
గ,6,14,లం,1
లం,7,14,గి,1
గి,8,14,నం,1
నం,9,14,బా,1
బా,10,14,అం,1
అం,11,14,జొ,1
జొ,12,14,చ్,1
చ్,13,14,చె,1
చె,14,14,-,2
ద,1,6,న,3
న,2,6,మ,1
మ,3,6,నం,1
నం,4,6,బు,1
బు,5,6,న,1
ద,1,10,న,1
న,2,10,ము,1
ము,3,10,కుం,1
కుం,4,10,జె,1
జె,5,10,ర,1
ర,6,10,మ,1
ల,8,10,ద,1
ద,9,10,ర,1
ర,10,10,-,5
ద,1,8,న,2
న,2,8,రా,1
రా,3,8,క,1
క,4,8,యె,1
యె,5,8,టిం,1
టిం,6,8,గిం,1
గిం,7,8,చి,1
న,2,6,రా,1
రా,3,6,రు,1
రు,4,6,దా,1
దా,5,6,ని,1
వ,3,6,చ్,5
వ,3,8,ల,1
ల,4,8,యు,1
యు,5,8,నె,1
నె,6,8,డ,1
డ,7,8,కు,1
ద,1,10,నా,1
నా,2,10,లం,1
లం,3,10,కా,1
కా,4,10,ర,1
ర,5,10,మ,2
మ,6,10,గు,2
గు,7,10,ను,1
ను,8,10,ఉ,1
ద,1,2,ని,1
ద,1,8,ని,1
ని,2,8,చిం,1
చిం,3,8,త,1
త,4,8,నాం,1
నాం,5,8,దు,1
దు,6,8,చు,1
ద,1,4,ని,2
ద,1,3,ని,3
ద,1,8,నుం,1
నుం,2,8,డం,1
డం,3,8,గ,1
గ,4,8,నె,2
నె,5,8,ల,1
ద,1,3,ను,3
ద,1,6,ను,1
ను,2,6,కు,1
కు,3,6,సాొ,1
సాొ,4,6,చ్,1
ద,1,4,ను,1
ద,1,7,ను,1
ను,2,7,జు,1
జు,3,7,ని,1
ని,4,7,క,1
క,5,7,ని,1
ని,6,7,యె,2
ద,1,5,ను,1
ను,2,5,యు,1
యు,3,5,గం,1
గం,4,5,బు,1
ద,1,12,ను,1
ను,2,12,వె,1
వె,3,12,జ,1
జ,4,12,బుం,1
బుం,5,12,గ,1
గ,6,12,క,1
క,7,12,ప,1
ప,8,12,లు,1
లు,9,12,కు,1
కు,10,12,చుం,1
చుం,11,12,డ,1
డ,12,12,-,2
ద,1,3,నే,1
ద,1,10,పం,1
పం,2,10,బు,1
బు,3,10,స,1
స,4,10,ల్,1
ల్,5,10,పు,1
పు,6,10,చుం,1
చుం,7,10,డె,1
డె,8,10,ద,1
ద,9,10,ను,1
ద,1,3,ప,1
ద,1,6,పుం,1
పుం,2,6,దొ,1
దొ,3,6,ద,1
డ,5,6,వ,2
ద,1,9,ప్,1
ప,3,9,దు,1
దు,4,9,కీ,1
కీ,5,9,డ,1
డ,6,9,య,1
ద,1,4,ప్,4
ద,1,5,ప్,1
ద,1,3,ప్,1
పి,3,4,కి,1
ద,1,2,ఫా,1
ద,1,5,బ,1
ద,1,4,బ,1
బ,2,4,ద,2
ద,3,4,బ,1
ద,1,3,బ,2
ద,1,4,బా,1
బా,2,4,యిం,1
ద,1,3,బీ,1
బీ,2,3,వం,1
వం,3,3,-,5
ద,1,3,బ్,3
ద,1,6,బ్,2
బ,3,6,జ,1
జ,4,6,కాం,1
ద,1,4,బ్,8
బ,3,4,టి,1
ద,1,5,బ్,5
ద,1,8,బ్,1
బ,3,8,ణ,1
బ,3,5,న,2
ద,1,18,బ్,1
బ్,2,18,బ,1
బ,3,18,న,1
న,4,18,ము,1
ము,5,18,వం,1
వం,6,18,టి,1
టి,7,18,కొ,1
కొ,8,18,య్,1
య,10,18,ద,1
ద,11,18,బ్,1
బ్,12,18,బ,1
బ,13,18,లో,1
లో,14,18,న,1
న,15,18,గు,2
గు,16,18,న,1
న,17,18,ది,1
ది,18,18,-,1
ద,1,7,బ్,1
బ్,2,7,బ,4
బ,3,7,యుం,1
యుం,4,7,గ,3
బ,3,4,ర,5
బ,3,5,వాం,1
బ,3,5,వైే,1
వైే,4,5,లు,1
బ,3,4,శ,1
బు,3,6,వె,2
ద,1,2,భ,1
ద,1,3,భ్,2
ద,1,4,భ్,1
భ్,2,3,రీ,1
ద,1,11,మ,1
మ,2,11,క,1
క,3,11,ప్,2
ప్,4,11,పు,3
పు,5,11,డ,1
డ,6,11,చ్,1
చు,8,11,ప,1
ప,9,11,డం,1
డం,10,11,గ,1
ద,1,5,మ,3
మ,2,5,ఘో,1
ఘో,3,5,షు,1
ద,1,4,మ,6
మ,2,4,థ,2
ద,1,3,మ,4
న,3,5,కు,4
న,3,5,నీ,1
మ,2,4,యం,1
ద,1,10,మ,1
మ,2,10,యం,1
యం,3,10,తి,1
తి,4,10,పం,1
చ,6,10,పాం,1
పాం,7,10,డ,1
డ,8,10,వు,1
వు,9,10,లు,1
మ,2,3,లో,1
ద,1,8,మ,1
మ,2,8,లో,1
లో,3,8,నం,1
నం,4,8,గా,1
గా,5,8,టు,1
టు,6,8,లా,1
లా,7,8,డి,2
ద,1,4,మా,1
ద,1,2,మి,1
ద,1,3,మిం,1
ద,1,4,మి,1
మి,2,4,తుం,1
ద,1,4,ము,1
ము,2,4,గా,1
ద,1,3,ము,1
ద,1,7,ము,1
న,3,7,కి,1
కి,4,7,చ్,1
ద,1,5,ము,1
న,3,5,సుం,2
ద,1,2,మే,1
ద,1,4,మ్,4
ద,1,8,మ్,1
మి,3,8,పూ,1
పూ,4,8,వు,1
వు,5,8,వొ,1
వొ,6,8,డ,2
డ,7,8,మె,1
మె,8,8,-,2
ద,1,3,మ్,1
ద,1,5,మ్,1
ద,1,12,మ్,1
మ్,2,12,ము,1
ము,3,12,ల,1
ద,1,2,య,1
ద,1,10,యం,1
యం,2,10,గ,1
గ,3,10,నుం,1
నుం,4,10,గొ,1
గొ,5,10,ను,1
ను,6,10,మ,1
మ,7,10,ని,1
ని,8,10,న,1
ద,1,4,య,1
య,2,4,చే,1
ద,1,7,య,1
య,2,7,ద,1
ద,3,7,యి,1
యి,4,7,వా,1
వా,5,7,జ,1
జ,6,7,క,1
ద,1,5,యా,2
యా,2,5,మ,3
మ,3,5,యం,1
యం,4,5,బు,2
ద,1,4,యా,1
యా,2,4,ళు,2
యా,2,5,వం,1
వం,3,5,తుం,8
ద,1,3,యి,1
ద,1,4,యి,1
యి,2,4,తుం,2
ద,1,5,యి,1
యి,2,5,న,1
న,3,5,బం,2
బం,4,5,టు,1
ద,1,4,య్,1
ద,1,3,య్,2
ద,1,2,ర,1
ద,1,9,ర,1
ర,2,9,క,1
క,3,9,మ,1
మ,4,9,త,1
త,5,9,ము,1
ము,6,9,క,1
క,7,9,ల,1
ల,8,9,దు,1
ద,1,5,ర,3
ర,2,5,ఖా,1
ఖా,3,5,స్,1
స్,4,5,తు,5
ద,1,4,ర,2
ద,1,3,ర,1
ర,2,5,య,4
ద,1,2,రాం,1
రాం,2,2,-,1
ద,1,2,రి,1
ద,1,3,రిం,1
ద,1,6,రి,1
రి,2,6,కే,1
కే,3,6,గు,1
గు,4,6,దెం,1
దెం,5,6,చి,1
ద,1,13,రి,1
రి,2,13,కొ,1
కొ,3,13,ని,2
ని,4,13,రూ,1
రూ,5,13,ప,2
ప,6,13,డం,1
డం,7,13,చి,1
న,9,13,వి,1
వి,10,13,ధం,1
ధం,11,13,బు,1
బు,12,13,న,1
ద,1,4,రి,5
రి,2,4,కొ,3
రి,2,4,తుం,1
ద,1,5,రి,2
రి,2,5,ద్,4
రి,2,4,బే,1
బే,3,4,సి,1
మి,3,4,ల,2
సె,3,5,న,4
ద,1,2,రు,1
ద,1,8,రుం,1
రుం,2,8,డు,1
డు,3,8,మ,1
మ,4,8,ణి,1
ణి,5,8,పు,1
ద,1,3,రు,4
రు,2,3,జూ,2
ద,1,6,రు,2
డు,3,6,దుం,1
దు,5,6,భి,1
భి,6,6,-,2
మా,4,6,రి,1
రి,5,6,ష,1
ద,1,15,రు,1
రు,2,15,ణి,1
ణి,3,15,చే,1
చే,4,15,సి,1
సి,5,15,న,1
న,6,15,వె,1
వె,7,15,ను,1
ను,8,15,క,1
క,9,15,రోం,1
రోం,10,15,త,1
త,11,15,లు,1
లు,12,15,ద,1
ద,13,15,లం,1
లం,14,15,చి,1
రు,2,3,ల,2
ద,1,5,రు,1
ద,1,5,రో,1
రో,2,5,బ,1
బ,3,5,స్,2
ద,1,3,ర్,6
ద,1,5,ర్,10
చ,3,5,కుం,1
ర్,2,3,జీ,1
ర్,2,3,దా,1
ద,1,4,ర్,8
ర్,2,4,ది,4
ర్,2,4,దు,1
దు,3,4,ర,4
ర్,2,4,బా,1
బా,3,4,రు,1
భ,3,4,ని,1
ద,1,7,ర్,1
ర్,2,7,భ,3
భ,3,7,ము,1
ద్,5,7,రి,1
భా,3,5,స్,1
ర్,2,5,యా,8
యా,3,5,ప్,2
ప్,4,5,తు,1
ద,1,6,ర్,2
ర్,2,6,వీ,2
వీ,3,6,క,1
ద,1,8,ర్,3
ర్,2,8,శ,3
శ,3,8,క,2
క,4,8,త్,3
త్,5,8,వం,1
వం,6,8,చే,1
ర్,2,5,శ,5
శ,3,5,కుం,1
ర్,2,4,శ,4
శ,3,8,న,2
న,4,8,ద్,1
న,4,8,ష,1
ట్,6,8,మ,2
ర్,2,6,శ,2
శ,3,6,నీ,1
శ,3,5,యి,1
ర్,2,3,శి,1
ర్,2,4,శిం,1
ర్,2,5,శి,3
ర్,2,5,సె,1
ద,1,2,ర్‌,1
ర్‌,2,2,-,3
ద,1,3,లం,1
ద,1,10,లం,1
లం,2,10,చు,1
చు,3,10,నా,1
నా,4,10,స,1
స,5,10,మ,1
మ,6,10,య,1
య,7,10,ము,2
ము,8,10,న,2
ద,1,4,లం,2
లం,2,4,ప,2
ప,3,4,వ,1
ద,1,5,ల,2
ద,1,8,ల,2
ల,2,8,కొ,1
కొ,3,8,అ,1
అ,4,8,వి,1
వి,5,8,డం,1
డం,6,8,బూ,1
బూ,7,8,ని,1
ద,1,4,ల,1
ము,3,8,ళ్,1
ళ్,4,8,లు,1
లు,5,8,ను,2
ను,6,8,గొ,1
గొ,7,8,ని,1
ద,1,7,ల,1
ల,2,7,యే,1
యే,3,7,రు,1
రు,4,7,వా,1
వా,5,7,డ,1
ద,1,3,ల,1
ద,1,6,ల,1
ల,2,6,రు,1
ల,2,5,లు,1
లు,3,5,వం,1
వం,4,5,చి,1
ద,1,3,లా,2
ద,1,6,లి,1
లి,2,6,దం,1
దం,3,6,డ్,1
డ్,4,6,రు,2
ద,1,4,లి,1
ద,1,2,లు,1
ద,1,3,లు,1
లు,2,3,డు,6
ద,1,4,ల్,1
ల్,2,4,చి,3
ద,1,3,ల్,1
ద,1,2,ళ,1
ద,1,2,ళం,1
ద,1,4,ళ,9
ళ,2,4,కొ,1
ద,1,3,ళ,1
ద,1,5,ళ,1
ళ,2,5,ము,1
ద,1,6,ళ,1
ళ,2,6,ము,2
ద,1,7,ళ,1
ళ,2,7,ము,1
ము,3,7,నె,1
నె,4,7,పు,1
పు,5,7,డు,1
ళ,2,4,వా,2
వా,3,4,హీ,1
హీ,4,4,-,1
ళ,2,4,సం,1
సం,3,4,చు,2
ళ,2,4,స,1
ద,1,9,ళ,1
ళ,2,9,స,1
స,3,9,రి,1
రి,4,9,గా,1
ద,1,3,ళా,3
ళా,2,3,రి,2
ళా,2,3,రీ,1
ళా,2,3,లు,1
ద,1,3,ళిం,1
ద,1,4,ళి,1
ద,1,6,ళ్,1
ళ్,2,6,త,1
త,3,6,వు,1
వు,4,6,తు,1
ద,1,2,వ,1
ద,1,4,వం,2
వం,2,4,జే,1
వం,2,4,త్,1
ద,1,5,వ,1
చు,4,5,ను,3
ద,1,3,వ,2
ద,1,4,వ,2
ద,1,6,వ,1
వ,2,6,వ,1
త,5,6,యు,2
ద,1,7,వ,1
వ,2,7,స,1
స,3,7,ర,2
ద,1,11,వా,1
వా,2,11,న,1
న,3,11,ల,1
ల,4,11,రే,1
రే,5,11,ఖ,1
ఖ,6,11,ల,1
ల,7,11,ద్,1
ద్,8,11,రు,1
రు,9,11,ల,1
ద,1,9,విం,1
విం,2,9,త,1
గా,4,9,న,1
న,5,9,ల,1
ల,6,9,వ,1
వ,7,9,రిం,2
రిం,8,9,తు,1
తు,9,9,-,4
ద,1,5,వి,1
ద,1,3,వీ,1
వీ,2,3,య,2
ద,1,4,వీ,1
వీ,2,4,య,2
ద,1,3,వు,3
ద,1,2,వై,1
వై,2,2,-,1
ద,1,3,వ్,2
ద,1,2,శ,1
ద,1,4,శ,3
శ,2,4,క,6
ద,1,9,శ,2
శ,2,9,కా,1
కా,3,9,వ్,2
వ్,4,9,య,2
య,5,9,దో,1
ద,1,6,శ,5
శ,2,6,గు,1
గు,3,6,ణ,2
ణ,4,6,ము,7
శ,2,6,దా,1
దా,3,6,న,2
ద,1,5,శ,4
శ,2,5,ది,1
శ,4,5,లు,1
శ,2,5,దో,1
దో,3,5,షా,1
ద,1,7,శ,4
శ,2,7,న,1
న,3,7,వా,1
వా,4,7,స,2
స,5,7,స్,1
ద,1,8,శ,1
శ,2,8,ప్,1
ర,4,8,జా,1
జా,5,8,ప,1
శ,2,6,బ,1
బ,3,6,బ,1
ద,1,3,శ,1
శ,2,3,మి,1
శ,2,6,మీ,1
మీ,3,6,స్,1
శ,2,7,రం,1
రం,3,7,ధ్,1
ధ్,4,7,ర,1
శ,2,5,ర,1
శ,2,5,రా,1
శ,2,6,రా,1
శ,2,7,ల,1
ల,3,7,కా,1
శ,2,4,వి,1
శ,2,7,వి,1
వి,3,7,ధ,1
ధ,4,7,నా,1
నా,5,7,డు,1
శ,2,9,వి,1
వి,3,9,ధ,3
ధ,4,9,స,1
స,5,9,ర్,1
ర్,6,9,దం,1
దం,7,9,బ,1
బ,8,9,గు,1
ద,1,2,శా,1
ద,1,5,శాం,1
శాం,2,5,గ,1
ద,1,5,శా,1
శా,2,5,ర్,2
ద,1,7,శా,1
శా,2,7,వ,1
వ,3,7,తా,2
తా,4,7,ర,2
ద,1,6,శా,2
శా,2,6,వ,1
థ,5,6,లు,2
శా,2,6,వి,1
ద,1,4,శా,1
శా,2,4,హ,1
ద,1,7,శో,1
శో,2,7,ప,1
ప,3,7,చా,1
చా,4,7,ర,2
ద,1,9,శ్,1
శ్,2,9,చు,1
చు,3,9,డు',1
డు',4,9,శ్,1
శ్,5,9,రా,1
రా,6,9,వి,1
వి,7,9,త,1
ద,1,4,ష్,1
ద,1,3,స,1
ద,1,3,సి,1
సి,2,3,లీ,1
ద,1,4,సు,1
సు,2,4,వం,1
వం,3,4,ది,1
ద,1,3,సె,1
ద,1,3,స్,2
స్,2,3,తం,1
ద,1,5,స్,2
ద,1,4,స్,6
స్,2,4,తా,6
తా,3,4,లు,2
స్,2,5,తా,5
తా,3,5,వే,1
వే,4,5,జు,1
ద,1,6,స్,1
స్,2,6,తూ,2
తూ,3,6,రిం,1
రిం,4,6,జూ,1
జూ,5,6,చి,1
స్,2,4,థ,2
థ,3,4,తు,1
ద,1,7,స్,1
స్,2,7,యాం,1
యాం,3,7,కు,1
కు,4,7,శో,1
శో,5,7,య,1
య,6,7,థా,1
థా,7,7,-,1
ద,1,2,స్‌,1
స్‌,2,2,-,3
ద,1,5,హ,1
హ,2,5,నం,1
నం,3,5,చే,1
ద,1,4,హ,2
హ,2,4,నుం,1
ద,1,4,హిం,1
హిం,2,4,చ,1
చ,3,4,టం,4
ద,1,3,హిం,1
హిం,2,3,చు,4
దాం,1,2,క,1
దాం,1,3,కి,1
కి,2,3,యు,1
దాం,1,3,కొ,1
దాం,1,8,గ,1
గ,2,8,న,1
న,3,8,మ్,1
మ్,4,8,రు,2
రు,5,8,చ్,2
చ్,6,8,చు,3
చు,7,8,లు,2
దాం,1,3,గ,1
దాం,1,5,గి,1
గి,2,5,మూ,1
మూ,3,5,త,1
దాం,1,8,గి,1
గి,2,8,లి,1
లి,3,8,మ్,1
దాం,1,2,గు,1
దాం,1,6,గు,2
డు,3,6,మూం,1
దాం,1,4,గు,2
దాం,1,2,చ,1
దాం,1,2,చు,1
దాం,1,2,చె,1
దాం,1,6,టం,1
టం,2,6,ద,2
దాం,1,8,ట,1
ట,2,8,డు,1
డు,3,8,గు,2
గు,4,8,ప,1
ప,5,8,రు,1
రు,6,8,వ,1
వ,7,8,డి,1
దాం,1,6,ట,1
ట,2,6,డు,1
డు,3,6,గు,1
గు,4,6,మొ,1
దాం,1,5,ట,1
ట,2,5,వే,1
వే,3,5,యు,1
దాం,1,2,టు,1
దాం,1,5,టు,1
దాం,1,4,టు,1
దాం,1,3,టు,1
టు,2,3,ట,1
దాం,1,2,టుూ,1
టుూ,2,2,-,1
దాం,1,5,టె,1
టె,2,5,డు,1
డు,3,5,దాం,1
దాం,1,2,తి,1
దాం,1,3,తుం,1
దాం,1,5,ప,1
దాం,1,6,ప,1
ప,2,6,థ,1
థ,3,6,ణి,2
దాం,1,3,ప,1
దాం,1,4,ప,3
ప,2,4,రీం,1
దాం,1,3,పు,1
దాం,1,4,పు,1
దాం,1,4,బి,1
